id,pesid,data_inversa,dia_semana,horario,uf,br,km,municipio,causa_principal,causa_acidente,ordem_tipo_acidente,tipo_acidente,classificacao_acidente,fase_dia,sentido_via,condicao_metereologica,tipo_pista,tracado_via,uso_solo,id_veiculo,tipo_veiculo,marca,ano_fabricacao_veiculo,tipo_envolvido,estado_fisico,idade,sexo,ilesos,feridos_leves,feridos_graves,mortos,latitude,longitude,regional,delegacia,uop
498266,1086998,2023-01-09,segunda-feira,18:10:00,PE,101,72,RECIFE,Sim,Entrada inopinada do pedestre,1,Atropelamento de Pedestre,Com Vítimas Feridas,Plena Noite,Crescente,Céu Claro,Dupla,Curva,Sim,876339,Bicicleta,MONARK/,0,Condutor,Lesões Leves,51.0,Masculino,0,1,0,0,"-8,08493106","-34,9450639",SPRF-PE,DEL01-PE,UOP01-DEL01-PE
503096,1099491,2023-02-04,sábado,16:15:00,PE,101,65,RECIFE,Sim,Velocidade Incompatível,3,Queda de ocupante de veículo,Com Vítimas Feridas,Pleno dia,Decrescente,Nublado,Múltipla,Reta,Sim,885588,Bicicleta,Não Informado/Não Informado,0,Condutor,Lesões Graves,65.0,Masculino,0,0,1,0,"-8,0162921","-34,94045886",SPRF-PE,DEL01-PE,UOP01-DEL01-PE
503096,1099491,2023-02-04,sábado,16:15:00,PE,101,65,RECIFE,Sim,Velocidade Incompatível,2,Tombamento,Com Vítimas Feridas,Pleno dia,Decrescente,Nublado,Múltipla,Reta,Sim,885588,Bicicleta,Não Informado/Não Informado,0,Condutor,Lesões Graves,65.0,Masculino,0,0,1,0,"-8,0162921","-34,94045886",SPRF-PE,DEL01-PE,UOP01-DEL01-PE
503096,1099491,2023-02-04,sábado,16:15:00,PE,101,65,RECIFE,Sim,Velocidade Incompatível,1,Colisão transversal,Com Vítimas Feridas,Pleno dia,Decrescente,Nublado,Múltipla,Reta,Sim,885588,Bicicleta,Não Informado/Não Informado,0,Condutor,Lesões Graves,65.0,Masculino,0,0,1,0,"-8,0162921","-34,94045886",SPRF-PE,DEL01-PE,UOP01-DEL01-PE
503807,1101425,2023-02-08,quarta-feira,07:20:00,PE,101,"69,6",RECIFE,Sim,Acessar a via sem observar a presença dos outros veículos,3,Queda de ocupante de veículo,Com Vítimas Feridas,Pleno dia,Crescente,Nublado,Múltipla,Interseção de Vias,Sim,887021,Bicicleta,CALOI/MONDO,0,Condutor,Lesões Leves,35.0,Feminino,0,1,0,0,"-8,05951606","-34,94581024",SPRF-PE,DEL01-PE,UOP01-DEL01-PE
503807,1101425,2023-02-08,quarta-feira,07:20:00,PE,101,"69,6",RECIFE,Sim,Acessar a via sem observar a presença dos outros veículos,2,Tombamento,Com Vítimas Feridas,Pleno dia,Crescente,Nublado,Múltipla,Interseção de Vias,Sim,887021,Bicicleta,CALOI/MONDO,0,Condutor,Lesões Leves,35.0,Feminino,0,1,0,0,"-8,05951606","-34,94581024",SPRF-PE,DEL01-PE,UOP01-DEL01-PE
503807,1101425,2023-02-08,quarta-feira,07:20:00,PE,101,"69,6",RECIFE,Sim,Acessar a via sem observar a presença dos outros veículos,1,Colisão transversal,Com Vítimas Feridas,Pleno dia,Crescente,Nublado,Múltipla,Interseção de Vias,Sim,887021,Bicicleta,CALOI/MONDO,0,Condutor,Lesões Leves,35.0,Feminino,0,1,0,0,"-8,05951606","-34,94581024",SPRF-PE,DEL01-PE,UOP01-DEL01-PE
504292,1102538,2023-02-10,sexta-feira,17:20:00,PE,101,"64,7",RECIFE,Não,Transitar na contramão,3,Queda de ocupante de veículo,Com Vítimas Feridas,Anoitecer,Decrescente,Céu Claro,Dupla,Reta,Sim,887870,Bicicleta,Não Informado/Não Informado,0,Condutor,Lesões Graves,56.0,Masculino,0,0,1,0,"-8,024007","-34,942717",SPRF-PE,DEL01-PE,UOP01-DEL01-PE
504292,1102538,2023-02-10,sexta-feira,17:20:00,PE,101,"64,7",RECIFE,Sim,Acesso irregular,3,Queda de ocupante de veículo,Com Vítimas Feridas,Anoitecer,Decrescente,Céu Claro,Dupla,Reta,Sim,887870,Bicicleta,Não Informado/Não Informado,0,Condutor,Lesões Graves,56.0,Masculino,0,0,1,0,"-8,024007","-34,942717",SPRF-PE,DEL01-PE,UOP01-DEL01-PE
504292,1102538,2023-02-10,sexta-feira,17:20:00,PE,101,"64,7",RECIFE,Não,Transitar na contramão,2,Tombamento,Com Vítimas Feridas,Anoitecer,Decrescente,Céu Claro,Dupla,Reta,Sim,887870,Bicicleta,Não Informado/Não Informado,0,Condutor,Lesões Graves,56.0,Masculino,0,0,1,0,"-8,024007","-34,942717",SPRF-PE,DEL01-PE,UOP01-DEL01-PE
504292,1102538,2023-02-10,sexta-feira,17:20:00,PE,101,"64,7",RECIFE,Sim,Acesso irregular,2,Tombamento,Com Vítimas Feridas,Anoitecer,Decrescente,Céu Claro,Dupla,Reta,Sim,887870,Bicicleta,Não Informado/Não Informado,0,Condutor,Lesões Graves,56.0,Masculino,0,0,1,0,"-8,024007","-34,942717",SPRF-PE,DEL01-PE,UOP01-DEL01-PE
504292,1102538,2023-02-10,sexta-feira,17:20:00,PE,101,"64,7",RECIFE,Não,Transitar na contramão,1,Colisão transversal,Com Vítimas Feridas,Anoitecer,Decrescente,Céu Claro,Dupla,Reta,Sim,887870,Bicicleta,Não Informado/Não Informado,0,Condutor,Lesões Graves,56.0,Masculino,0,0,1,0,"-8,024007","-34,942717",SPRF-PE,DEL01-PE,UOP01-DEL01-PE
504292,1102538,2023-02-10,sexta-feira,17:20:00,PE,101,"64,7",RECIFE,Sim,Acesso irregular,1,Colisão transversal,Com Vítimas Feridas,Anoitecer,Decrescente,Céu Claro,Dupla,Reta,Sim,887870,Bicicleta,Não Informado/Não Informado,0,Condutor,Lesões Graves,56.0,Masculino,0,0,1,0,"-8,024007","-34,942717",SPRF-PE,DEL01-PE,UOP01-DEL01-PE
504452,1102971,2023-02-11,sábado,12:15:00,PE,101,69,RECIFE,Sim,Acessar a via sem observar a presença dos outros veículos,4,Queda de ocupante de veículo,Com Vítimas Feridas,Pleno dia,Crescente,Céu Claro,Múltipla,Interseção de Vias;Reta,Sim,888210,Bicicleta,Não Informado/Não Informado,0,Condutor,Lesões Graves,38.0,Masculino,0,0,1,0,"-8,063874","-34,944459",SPRF-PE,DEL01-PE,UOP01-DEL01-PE
504452,1102971,2023-02-11,sábado,12:15:00,PE,101,69,RECIFE,Sim,Acessar a via sem observar a presença dos outros veículos,3,Colisão transversal,Com Vítimas Feridas,Pleno dia,Crescente,Céu Claro,Múltipla,Interseção de Vias;Reta,Sim,888210,Bicicleta,Não Informado/Não Informado,0,Condutor,Lesões Graves,38.0,Masculino,0,0,1,0,"-8,063874","-34,944459",SPRF-PE,DEL01-PE,UOP01-DEL01-PE
504452,1102971,2023-02-11,sábado,12:15:00,PE,101,69,RECIFE,Sim,Acessar a via sem observar a presença dos outros veículos,2,Saída de leito carroçável,Com Vítimas Feridas,Pleno dia,Crescente,Céu Claro,Múltipla,Interseção de Vias;Reta,Sim,888210,Bicicleta,Não Informado/Não Informado,0,Condutor,Lesões Graves,38.0,Masculino,0,0,1,0,"-8,063874","-34,944459",SPRF-PE,DEL01-PE,UOP01-DEL01-PE
504452,1102971,2023-02-11,sábado,12:15:00,PE,101,69,RECIFE,Sim,Acessar a via sem observar a presença dos outros veículos,1,Colisão lateral mesmo sentido,Com Vítimas Feridas,Pleno dia,Crescente,Céu Claro,Múltipla,Interseção de Vias;Reta,Sim,888210,Bicicleta,Não Informado/Não Informado,0,Condutor,Lesões Graves,38.0,Masculino,0,0,1,0,"-8,063874","-34,944459",SPRF-PE,DEL01-PE,UOP01-DEL01-PE
508140,1112033,2023-03-03,sexta-feira,07:00:00,PE,101,69,RECIFE,Sim,Manobra de mudança de faixa,2,Colisão traseira,Com Vítimas Feridas,Pleno dia,Crescente,Céu Claro,Dupla,Reta,Sim,895151,Bicicleta,Não Informado/Não Informado,0,Condutor,Lesões Leves,27.0,Masculino,0,1,0,0,"-8,05951606","-34,94581024",SPRF-PE,DEL01-PE,UOP01-DEL01-PE
508140,1112033,2023-03-03,sexta-feira,07:00:00,PE,101,69,RECIFE,Sim,Manobra de mudança de faixa,1,Colisão traseira,Com Vítimas Feridas,Pleno dia,Crescente,Céu Claro,Dupla,Reta,Sim,895151,Bicicleta,Não Informado/Não Informado,0,Condutor,Lesões Leves,27.0,Masculino,0,1,0,0,"-8,05951606","-34,94581024",SPRF-PE,DEL01-PE,UOP01-DEL01-PE
508512,1112839,2023-03-04,sábado,20:30:00,PE,101,74,RECIFE,Sim,Transitar na contramão,1,Colisão frontal,Com Vítimas Feridas,Plena Noite,Crescente,Céu Claro,Dupla,Reta,Sim,895814,Bicicleta,Não Informado/Não Informado,0,Condutor,Lesões Graves,21.0,Masculino,0,0,1,0,"-8,10146485","-34,94901577",SPRF-PE,DEL01-PE,UOP01-DEL01-PE
536486,1181606,2023-07-17,segunda-feira,17:15:00,PE,101,69,RECIFE,Sim,Ausência de reação do condutor,1,Colisão traseira,Com Vítimas Feridas,Pleno dia,Crescente,Céu Claro,Dupla,Reta,Não,949688,Bicicleta,Não Informado/Não Informado,0,Condutor,Lesões Leves,54.0,Masculino,0,1,0,0,"-8,059516","-34,94581",SPRF-PE,DEL01-PE,UOP01-DEL01-PE
538128,1185937,2023-07-25,terça-feira,17:50:00,PE,101,"68,1",RECIFE,Sim,Transitar na contramão,3,Queda de ocupante de veículo,Com Vítimas Feridas,Plena Noite,Crescente,Céu Claro,Dupla,Interseção de Vias,Sim,952924,Bicicleta,Não Informado/Não Informado,0,Passageiro,Lesões Leves,20.0,Feminino,0,1,0,0,"-8,052378","-34,94672",SPRF-PE,DEL01-PE,UOP01-DEL01-PE
538128,1185936,2023-07-25,terça-feira,17:50:00,PE,101,"68,1",RECIFE,Sim,Transitar na contramão,3,Queda de ocupante de veículo,Com Vítimas Feridas,Plena Noite,Crescente,Céu Claro,Dupla,Interseção de Vias,Sim,952924,Bicicleta,Não Informado/Não Informado,0,Condutor,Ileso,26.0,Masculino,1,0,0,0,"-8,052378","-34,94672",SPRF-PE,DEL01-PE,UOP01-DEL01-PE
538128,1185937,2023-07-25,terça-feira,17:50:00,PE,101,"68,1",RECIFE,Sim,Transitar na contramão,2,Tombamento,Com Vítimas Feridas,Plena Noite,Crescente,Céu Claro,Dupla,Interseção de Vias,Sim,952924,Bicicleta,Não Informado/Não Informado,0,Passageiro,Lesões Leves,20.0,Feminino,0,1,0,0,"-8,052378","-34,94672",SPRF-PE,DEL01-PE,UOP01-DEL01-PE
538128,1185936,2023-07-25,terça-feira,17:50:00,PE,101,"68,1",RECIFE,Sim,Transitar na contramão,2,Tombamento,Com Vítimas Feridas,Plena Noite,Crescente,Céu Claro,Dupla,Interseção de Vias,Sim,952924,Bicicleta,Não Informado/Não Informado,0,Condutor,Ileso,26.0,Masculino,1,0,0,0,"-8,052378","-34,94672",SPRF-PE,DEL01-PE,UOP01-DEL01-PE
538128,1185937,2023-07-25,terça-feira,17:50:00,PE,101,"68,1",RECIFE,Sim,Transitar na contramão,1,Colisão transversal,Com Vítimas Feridas,Plena Noite,Crescente,Céu Claro,Dupla,Interseção de Vias,Sim,952924,Bicicleta,Não Informado/Não Informado,0,Passageiro,Lesões Leves,20.0,Feminino,0,1,0,0,"-8,052378","-34,94672",SPRF-PE,DEL01-PE,UOP01-DEL01-PE
538128,1185936,2023-07-25,terça-feira,17:50:00,PE,101,"68,1",RECIFE,Sim,Transitar na contramão,1,Colisão transversal,Com Vítimas Feridas,Plena Noite,Crescente,Céu Claro,Dupla,Interseção de Vias,Sim,952924,Bicicleta,Não Informado/Não Informado,0,Condutor,Ileso,26.0,Masculino,1,0,0,0,"-8,052378","-34,94672",SPRF-PE,DEL01-PE,UOP01-DEL01-PE
548095,1210372,2023-09-11,segunda-feira,17:44:00,PE,232,"4,6",RECIFE,Sim,Velocidade Incompatível,2,Tombamento,Com Vítimas Feridas,Anoitecer,Crescente,Nublado,Simples,Interseção de Vias,Sim,972485,Bicicleta,Não Informado/Não Informado,0,Condutor,Lesões Leves,20.0,Feminino,0,1,0,0,"-8,06419","-34,94195",SPRF-PE,DEL01-PE,UOP01-DEL01-PE
548095,1210372,2023-09-11,segunda-feira,17:44:00,PE,232,"4,6",RECIFE,Sim,Velocidade Incompatível,1,Colisão transversal,Com Vítimas Feridas,Anoitecer,Crescente,Nublado,Simples,Interseção de Vias,Sim,972485,Bicicleta,Não Informado/Não Informado,0,Condutor,Lesões Leves,20.0,Feminino,0,1,0,0,"-8,06419","-34,94195",SPRF-PE,DEL01-PE,UOP01-DEL01-PE
556161,1230225,2023-10-20,sexta-feira,17:15:00,PE,101,71,RECIFE,Sim,Trafegar com motocicleta (ou similar) entre as faixas,3,Atropelamento de Pedestre,Com Vítimas Fatais,Plena Noite,Crescente,Chuva,Dupla,Reta,Sim,988331,Bicicleta,Não Informado/Não Informado,0,Condutor,Óbito,19.0,Masculino,0,0,0,1,"-8,076631","-34,94278",SPRF-PE,DEL01-PE,UOP01-DEL01-PE
556161,1230225,2023-10-20,sexta-feira,17:15:00,PE,101,71,RECIFE,Sim,Trafegar com motocicleta (ou similar) entre as faixas,2,Queda de ocupante de veículo,Com Vítimas Fatais,Plena Noite,Crescente,Chuva,Dupla,Reta,Sim,988331,Bicicleta,Não Informado/Não Informado,0,Condutor,Óbito,19.0,Masculino,0,0,0,1,"-8,076631","-34,94278",SPRF-PE,DEL01-PE,UOP01-DEL01-PE
556161,1230225,2023-10-20,sexta-feira,17:15:00,PE,101,71,RECIFE,Sim,Trafegar com motocicleta (ou similar) entre as faixas,1,Tombamento,Com Vítimas Fatais,Plena Noite,Crescente,Chuva,Dupla,Reta,Sim,988331,Bicicleta,Não Informado/Não Informado,0,Condutor,Óbito,19.0,Masculino,0,0,0,1,"-8,076631","-34,94278",SPRF-PE,DEL01-PE,UOP01-DEL01-PE
559116,1237232,2023-11-04,sábado,18:05:00,PE,101,70,RECIFE,Sim,Acessar a via sem observar a presença dos outros veículos,1,Colisão transversal,Com Vítimas Feridas,Plena Noite,Crescente,Céu Claro,Múltipla,Reta,Sim,993901,Bicicleta,Não Informado/Não Informado,0,Condutor,Lesões Leves,48.0,Masculino,0,1,0,0,"-8,07088","-34,94257",SPRF-PE,DEL01-PE,UOP01-DEL01-PE
562768,1245919,2023-11-21,terça-feira,16:40:00,PE,101,"56,5",RECIFE,Sim,Transitar no Acostamento,1,Colisão traseira,Com Vítimas Feridas,Pleno dia,Crescente,Céu Claro,Dupla,Reta,Sim,1000811,Bicicleta,Não Informado/Não Informado,0,Condutor,Lesões Graves,24.0,Masculino,0,0,1,0,"-7,955451","-34,91141",SPRF-PE,DEL01-PE,UOP02-DEL01-PE
563498,1247696,2023-11-25,sábado,11:20:00,PE,232,6,RECIFE,Sim,Falta de acostamento,2,Queda de ocupante de veículo,Com Vítimas Feridas,Pleno dia,Decrescente,Céu Claro,Dupla,Reta,Não,1002270,Bicicleta,Não Informado/Não Informado,0,Condutor,Lesões Leves,59.0,Masculino,0,1,0,0,"-8,071005","-34,95354",SPRF-PE,DEL01-PE,UOP01-DEL01-PE
563498,1247696,2023-11-25,sábado,11:20:00,PE,232,6,RECIFE,Sim,Falta de acostamento,1,Tombamento,Com Vítimas Feridas,Pleno dia,Decrescente,Céu Claro,Dupla,Reta,Não,1002270,Bicicleta,Não Informado/Não Informado,0,Condutor,Lesões Leves,59.0,Masculino,0,1,0,0,"-8,071005","-34,95354",SPRF-PE,DEL01-PE,UOP01-DEL01-PE
565643,1252963,2023-12-05,terça-feira,13:15:00,PE,101,"69,5",RECIFE,Sim,Ingestão de álcool pelo condutor,3,Queda de ocupante de veículo,Sem Vítimas,Pleno dia,Crescente,Céu Claro,Múltipla,Reta,Não,1006402,Bicicleta,MONARK/,0,Condutor,Ileso,60.0,Masculino,1,0,0,0,"-8,059516","-34,94581",SPRF-PE,DEL01-PE,UOP01-DEL01-PE
565643,1252963,2023-12-05,terça-feira,13:15:00,PE,101,"69,5",RECIFE,Sim,Ingestão de álcool pelo condutor,2,Tombamento,Sem Vítimas,Pleno dia,Crescente,Céu Claro,Múltipla,Reta,Não,1006402,Bicicleta,MONARK/,0,Condutor,Ileso,60.0,Masculino,1,0,0,0,"-8,059516","-34,94581",SPRF-PE,DEL01-PE,UOP01-DEL01-PE
565643,1252963,2023-12-05,terça-feira,13:15:00,PE,101,"69,5",RECIFE,Sim,Ingestão de álcool pelo condutor,1,Colisão transversal,Sem Vítimas,Pleno dia,Crescente,Céu Claro,Múltipla,Reta,Não,1006402,Bicicleta,MONARK/,0,Condutor,Ileso,60.0,Masculino,1,0,0,0,"-8,059516","-34,94581",SPRF-PE,DEL01-PE,UOP01-DEL01-PE
565841,1253519,2023-12-06,quarta-feira,11:00:00,PE,101,"77,9",RECIFE,Não,Reação tardia ou ineficiente do condutor,1,Colisão frontal,Com Vítimas Feridas,Pleno dia,Crescente,Céu Claro,Dupla,Curva,Não,1006858,Bicicleta,Não Informado/Não Informado,0,Condutor,Lesões Leves,49.0,Masculino,0,1,0,0,"-8,126982","-34,94386",SPRF-PE,DEL01-PE,UOP01-DEL01-PE
565841,1253519,2023-12-06,quarta-feira,11:00:00,PE,101,"77,9",RECIFE,Sim,Acessar a via sem observar a presença dos outros veículos,1,Colisão frontal,Com Vítimas Feridas,Pleno dia,Crescente,Céu Claro,Dupla,Curva,Não,1006858,Bicicleta,Não Informado/Não Informado,0,Condutor,Lesões Leves,49.0,Masculino,0,1,0,0,"-8,126982","-34,94386",SPRF-PE,DEL01-PE,UOP01-DEL01-PE
565899,1253602,2023-12-06,quarta-feira,16:40:00,PE,101,"70,8",RECIFE,Sim,Velocidade Incompatível,2,Queda de ocupante de veículo,Com Vítimas Feridas,Pleno dia,Crescente,Céu Claro,Dupla,Viaduto,Não,1006937,Bicicleta,Não Informado/Não Informado,0,Condutor,Lesões Leves,46.0,Masculino,0,1,0,0,"-8,067761","-34,94265",SPRF-PE,DEL01-PE,UOP01-DEL01-PE
565899,1253602,2023-12-06,quarta-feira,16:40:00,PE,101,"70,8",RECIFE,Sim,Velocidade Incompatível,1,Colisão traseira,Com Vítimas Feridas,Pleno dia,Crescente,Céu Claro,Dupla,Viaduto,Não,1006937,Bicicleta,Não Informado/Não Informado,0,Condutor,Lesões Leves,46.0,Masculino,0,1,0,0,"-8,067761","-34,94265",SPRF-PE,DEL01-PE,UOP01-DEL01-PE
569112,1261439,2023-12-20,quarta-feira,07:45:00,PE,101,"69,5",RECIFE,Sim,Acessar a via sem observar a presença dos outros veículos,1,Colisão transversal,Com Vítimas Feridas,Pleno dia,Crescente,Nublado,Dupla,Reta,Sim,1013173,Bicicleta,Não Informado/Não Informado,0,Condutor,Lesões Leves,38.0,Masculino,0,1,0,0,"-8,064348","-34,94433",SPRF-PE,DEL01-PE,UOP01-DEL01-PE
569747,1265758,2023-12-22,sexta-feira,16:25:00,PE,101,65,RECIFE,Sim,Condutor deixou de manter distância do veículo da frente,1,Colisão traseira,Sem Vítimas,Pleno dia,Decrescente,Céu Claro,Múltipla,Reta,Sim,1014399,Bicicleta,Não Informado/Não Informado,0,Condutor,Não Informado,,Não Informado,0,0,0,0,"-8,024786","-34,94277",SPRF-PE,DEL01-PE,UOP01-DEL01-PE
331887,738522,2021-01-01,sexta-feira,18:15:00,PE,101,"69,7",RECIFE,Sim,Acessar a via sem observar a presença dos outros veículos,1,Colisão transversal,Com Vítimas Feridas,Plena Noite,Decrescente,Céu Claro,Dupla,Reta,Sim,595365,Bicicleta,Não Informado/Não Informado/Não Informado,0,Condutor,Não Informado,,Não Informado,0,0,0,0,"-8,05951606","-34,94581024",SPRF-PE,DEL01-PE,UOP01-DEL01-PE
333888,745608,2021-01-11,segunda-feira,19:50:00,PE,101,"64,8",RECIFE,Sim,Acessar a via sem observar a presença dos outros veículos,1,Colisão traseira,Com Vítimas Feridas,Plena Noite,Crescente,Céu Claro,Dupla,Ponte;Reta,Não,598933,Bicicleta,Não Informado/Não Informado/Não Informado,0,Condutor,Lesões Graves,62.0,Masculino,0,0,1,0,"-8,0162921","-34,94045886",SPRF-PE,DEL01-PE,UOP01-DEL01-PE
335232,748491,2021-01-18,segunda-feira,14:24:00,PE,101,69,RECIFE,Não,Manobra de mudança de faixa,2,Queda de ocupante de veículo,Com Vítimas Feridas,Pleno dia,Crescente,Céu Claro,Dupla,Reta,Sim,601485,Bicicleta,Não Informado/Não Informado/Não Informado,0,Condutor,Lesões Graves,16.0,Masculino,0,0,1,0,"-8,05951606","-34,94581024",SPRF-PE,DEL01-PE,UOP01-DEL01-PE
335232,748491,2021-01-18,segunda-feira,14:24:00,PE,101,69,RECIFE,Sim,Acessar a via sem observar a presença dos outros veículos,2,Queda de ocupante de veículo,Com Vítimas Feridas,Pleno dia,Crescente,Céu Claro,Dupla,Reta,Sim,601485,Bicicleta,Não Informado/Não Informado/Não Informado,0,Condutor,Lesões Graves,16.0,Masculino,0,0,1,0,"-8,05951606","-34,94581024",SPRF-PE,DEL01-PE,UOP01-DEL01-PE
335232,748491,2021-01-18,segunda-feira,14:24:00,PE,101,69,RECIFE,Não,Manobra de mudança de faixa,1,Colisão lateral mesmo sentido,Com Vítimas Feridas,Pleno dia,Crescente,Céu Claro,Dupla,Reta,Sim,601485,Bicicleta,Não Informado/Não Informado/Não Informado,0,Condutor,Lesões Graves,16.0,Masculino,0,0,1,0,"-8,05951606","-34,94581024",SPRF-PE,DEL01-PE,UOP01-DEL01-PE
335232,748491,2021-01-18,segunda-feira,14:24:00,PE,101,69,RECIFE,Sim,Acessar a via sem observar a presença dos outros veículos,1,Colisão lateral mesmo sentido,Com Vítimas Feridas,Pleno dia,Crescente,Céu Claro,Dupla,Reta,Sim,601485,Bicicleta,Não Informado/Não Informado/Não Informado,0,Condutor,Lesões Graves,16.0,Masculino,0,0,1,0,"-8,05951606","-34,94581024",SPRF-PE,DEL01-PE,UOP01-DEL01-PE
342562,764606,2021-02-24,quarta-feira,06:00:00,PE,101,70,RECIFE,Sim,Reação tardia ou ineficiente do condutor,1,Colisão frontal,Com Vítimas Feridas,Pleno dia,Decrescente,Céu Claro,Dupla,Viaduto,Sim,615188,Bicicleta,Não Informado/Não Informado/Não Informado,0,Condutor,Lesões Leves,18.0,Masculino,0,1,0,0,"-8,075218","-34,942747",SPRF-PE,DEL01-PE,UOP01-DEL01-PE
353268,787204,2021-04-22,quinta-feira,07:30:00,PE,101,"69,2",RECIFE,Sim,Acessar a via sem observar a presença dos outros veículos,3,Queda de ocupante de veículo,Com Vítimas Feridas,Pleno dia,Crescente,Nublado,Múltipla,Reta,Não,635716,Bicicleta,Não Informado/Não Informado/Não Informado,0,Condutor,Lesões Graves,29.0,Masculino,0,0,1,0,"-8,05951606","-34,94581024",SPRF-PE,DEL01-PE,UOP01-DEL01-PE
353268,787204,2021-04-22,quinta-feira,07:30:00,PE,101,"69,2",RECIFE,Sim,Acessar a via sem observar a presença dos outros veículos,2,Tombamento,Com Vítimas Feridas,Pleno dia,Crescente,Nublado,Múltipla,Reta,Não,635716,Bicicleta,Não Informado/Não Informado/Não Informado,0,Condutor,Lesões Graves,29.0,Masculino,0,0,1,0,"-8,05951606","-34,94581024",SPRF-PE,DEL01-PE,UOP01-DEL01-PE
353268,787204,2021-04-22,quinta-feira,07:30:00,PE,101,"69,2",RECIFE,Sim,Acessar a via sem observar a presença dos outros veículos,1,Colisão transversal,Com Vítimas Feridas,Pleno dia,Crescente,Nublado,Múltipla,Reta,Não,635716,Bicicleta,Não Informado/Não Informado/Não Informado,0,Condutor,Lesões Graves,29.0,Masculino,0,0,1,0,"-8,05951606","-34,94581024",SPRF-PE,DEL01-PE,UOP01-DEL01-PE
355211,791434,2021-05-02,domingo,17:40:00,PE,232,"9,6",RECIFE,Sim,Pedestre cruzava a pista fora da faixa,1,Atropelamento de Pedestre,Com Vítimas Feridas,Plena Noite,Crescente,Nublado,Dupla,Reta,Sim,639442,Bicicleta,Não Informado/Não Informado/Não Informado,0,Condutor,Lesões Leves,61.0,Masculino,0,1,0,0,"-8,07764447","-34,97863609",SPRF-PE,DEL01-PE,UOP01-DEL01-PE
355317,791490,2021-05-03,segunda-feira,07:30:00,PE,232,"4,4",RECIFE,Sim,Acessar a via sem observar a presença dos outros veículos,3,Tombamento,Com Vítimas Feridas,Pleno dia,Crescente,Chuva,Dupla,Viaduto;Reta,Sim,639597,Bicicleta,MONARK//,0,Condutor,Lesões Graves,52.0,Masculino,0,0,1,0,"-8,066012","-34,940777",SPRF-PE,DEL01-PE,UOP01-DEL01-PE
355317,791490,2021-05-03,segunda-feira,07:30:00,PE,232,"4,4",RECIFE,Sim,Acessar a via sem observar a presença dos outros veículos,2,Queda de ocupante de veículo,Com Vítimas Feridas,Pleno dia,Crescente,Chuva,Dupla,Viaduto;Reta,Sim,639597,Bicicleta,MONARK//,0,Condutor,Lesões Graves,52.0,Masculino,0,0,1,0,"-8,066012","-34,940777",SPRF-PE,DEL01-PE,UOP01-DEL01-PE
355317,791490,2021-05-03,segunda-feira,07:30:00,PE,232,"4,4",RECIFE,Sim,Acessar a via sem observar a presença dos outros veículos,1,Colisão lateral mesmo sentido,Com Vítimas Feridas,Pleno dia,Crescente,Chuva,Dupla,Viaduto;Reta,Sim,639597,Bicicleta,MONARK//,0,Condutor,Lesões Graves,52.0,Masculino,0,0,1,0,"-8,066012","-34,940777",SPRF-PE,DEL01-PE,UOP01-DEL01-PE
358357,798425,2021-05-17,segunda-feira,17:50:00,PE,101,72,RECIFE,Sim,Transitar no acostamento,1,Colisão transversal,Com Vítimas Feridas,Anoitecer,Decrescente,Nublado,Dupla,Reta,Sim,645483,Bicicleta,Não Informado/Não Informado/Não Informado,0,Condutor,Lesões Leves,23.0,Masculino,0,1,0,0,"-8,08493106","-34,9450639",SPRF-PE,DEL01-PE,UOP01-DEL01-PE
362135,807033,2021-06-05,sábado,08:20:00,PE,101,"69,8",RECIFE,Não,Ausência de reação do condutor,1,Colisão transversal,Com Vítimas Feridas,Pleno dia,Decrescente,Nublado,Dupla,Reta,Não,652770,Bicicleta,Não Informado/Não Informado/Não Informado,0,Condutor,Lesões Leves,38.0,Masculino,0,1,0,0,"-8,05951606","-34,94581024",SPRF-PE,DEL01-PE,UOP01-DEL01-PE
362135,807033,2021-06-05,sábado,08:20:00,PE,101,"69,8",RECIFE,Sim,Acessar a via sem observar a presença dos outros veículos,1,Colisão transversal,Com Vítimas Feridas,Pleno dia,Decrescente,Nublado,Dupla,Reta,Não,652770,Bicicleta,Não Informado/Não Informado/Não Informado,0,Condutor,Lesões Leves,38.0,Masculino,0,1,0,0,"-8,05951606","-34,94581024",SPRF-PE,DEL01-PE,UOP01-DEL01-PE
362762,808115,2021-06-08,terça-feira,03:50:00,PE,101,71,RECIFE,Sim,Acessar a via sem observar a presença dos outros veículos,1,Colisão transversal,Com Vítimas Feridas,Plena Noite,Decrescente,Nublado,Dupla,Reta,Sim,653828,Bicicleta,Não Informado/Não Informado/Não Informado,0,Condutor,Lesões Graves,43.0,Masculino,0,0,1,0,"-8,079343","-34,942993",SPRF-PE,DEL01-PE,UOP01-DEL01-PE
363841,810626,2021-06-13,domingo,07:20:00,PE,232,"8,5",RECIFE,Sim,Acessar a via sem observar a presença dos outros veículos,2,Colisão lateral sentido oposto,Com Vítimas Feridas,Pleno dia,Crescente,Sol,Dupla,Reta,Sim,655890,Bicicleta,Não Informado/Não Informado/Não Informado,0,Condutor,Lesões Graves,41.0,Masculino,0,0,1,0,"-8,07583727","-34,97015791",SPRF-PE,DEL01-PE,UOP01-DEL01-PE
